trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1014,False,"{'a': 0.005, 'e': 0.006251086439628561}",25,13,18.088427799081472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.005, 'e': 0.006219909015942573}",25,17,12.706957349885005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.005, 'e': 0.006188887090305937}",20,4,23.722938076813445,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.005, 'e': 0.006158019887168897}",20,3,29.58978326384369,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.005, 'e': 0.006127306634849766}",20,13,12.486248834305151,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.005, 'e': 0.006096746565515633}",25,3,38.32633472136921,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.005, 'e': 0.0060663389151631815}",35,17,27.41115850606213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.005, 'e': 0.006036082923599565}",20,12,13.548993004166366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.005, 'e': 0.0060059778344234175}",25,13,18.58869537541604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.005, 'e': 0.005976022895005943}",20,10,17.900230608497456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.005, 'e': 0.005946217356472094}",25,17,16.515454944742757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.005, 'e': 0.005916560473681857}",30,22,13.006806477382352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.005, 'e': 0.0058870515052116155}",25,17,14.333992394497681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.005, 'e': 0.0058576897133356225}",20,13,11.569514231667666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.005, 'e': 0.005828474364007546}",20,4,26.35608780757935,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.005, 'e': 0.005799404726842141}",25,17,15.929545670137625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.005, 'e': 0.0057704800750969605}",30,19,21.45486282320104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.005, 'e': 0.005741699685654202}",20,6,24.436553163680568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.005, 'e': 0.0057130628390026335}",20,10,11.226937967048412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.005, 'e': 0.005684568819219595}",20,5,24.44501205429009,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.005, 'e': 0.005656216913953108}",20,0,27.330279998384064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.005, 'e': 0.005628006414404065}",20,13,15.202786424615445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.005, 'e': 0.005599936615308504}",30,16,25.163903553284868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.005, 'e': 0.005572006814919993}",20,7,21.238005858507513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.005, 'e': 0.005544216314992064}",25,14,22.893784999229652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.005, 'e': 0.0055165644207607716}",35,19,28.166730237163716,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.005, 'e': 0.0054890504409273195}",25,17,14.604967665321714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.005, 'e': 0.005461673687640779}",20,12,13.559702877955544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.005, 'e': 0.005434433476480891}",20,14,11.440266034486578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.005, 'e': 0.00540732912644096}",20,13,11.098168971094024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.005, 'e': 0.005380359959910816}",20,9,20.619870965734226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.005, 'e': 0.005353525302659903}",35,13,37.31016849665783,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.005, 'e': 0.005326824483820385}",20,15,9.302209634775123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.005, 'e': 0.005300256835870402}",25,15,18.943168331568867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.005, 'e': 0.005273821694617371}",20,12,14.147817129793621,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.005, 'e': 0.005247518399181385}",25,8,24.873475469768508,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.005, 'e': 0.005221346291978685}",25,7,31.570895095257185,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.005, 'e': 0.005195304718705231}",30,19,20.26357941468473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.005, 'e': 0.0051693930283203335}",20,16,8.393845108686941,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.005, 'e': 0.005143610573030379}",25,4,33.44533369326314,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.005, 'e': 0.005117956708272651}",20,15,9.005449109283333,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.005, 'e': 0.00509243079269919}",20,10,17.284870748597527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.005, 'e': 0.005067032188160779}",20,10,17.1324779846473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.005, 'e': 0.005041760259690979}",30,15,22.660859685741922,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.005, 'e': 0.005016614375490263}",25,10,27.798266238722473,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.005, 'e': 0.004991593906910217}",20,8,26.852291579434354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.005, 'e': 0.004966698228437823}",25,3,32.03398617235686,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.005, 'e': 0.004941926717679818}",25,10,26.23637286252976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.005, 'e': 0.004917278755347151}",20,11,13.81713651602851,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.005, 'e': 0.004892753725239476}",20,16,5.761073336284134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.005, 'e': 0.004868351014229763}",30,16,27.30916109141894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.005, 'e': 0.004844070012248967}",20,16,6.637177858337402,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.005, 'e': 0.004819910112270772}",20,10,18.31856037209756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.005, 'e': 0.004795870710296421}",20,10,18.441232605484643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.005, 'e': 0.0047719512053396125}",20,15,8.399029415453539,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.005, 'e': 0.004748150999411473}",20,13,11.159941910460246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.005, 'e': 0.004724469497505623}",30,20,14.101925418931948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.005, 'e': 0.004700906107583276}",25,2,33.32709364463678,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.005, 'e': 0.004677460240558458}",20,12,15.535107231232319,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.005, 'e': 0.004654131310283272}",25,16,17.203143493821536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.005, 'e': 0.004630918733533246}",25,11,20.14497389414166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.005, 'e': 0.004607821929992752}",30,21,18.24499342884999,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.005, 'e': 0.004584840322240499}",25,11,27.572762974518167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.005, 'e': 0.004561973335735096}",20,10,19.929620231919472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.005, 'e': 0.004539220398800685}",30,24,11.21384118052624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.005, 'e': 0.004516580942612667}",20,11,21.129229262493702,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.005, 'e': 0.004494054401183452}",25,11,28.669978588618665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.005, 'e': 0.004471640211348332}",20,11,12.500730891179085,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.005, 'e': 0.004449337812751394}",25,7,33.01090710847862,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.005, 'e': 0.004427146647831511}",30,18,23.063169872053418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.005, 'e': 0.004405066161808406}",25,19,14.057352214294411,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.005, 'e': 0.004383095802668776}",25,17,12.436374064751236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.005, 'e': 0.004361235021152495}",25,7,33.35749005693376,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.005, 'e': 0.004339483270738895}",20,5,23.870920024674497,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.005, 'e': 0.004317840007633078}",30,16,26.88056699329837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.005, 'e': 0.00429630469075234}",20,9,19.96414950560818,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.005, 'e': 0.004274876781712636}",25,11,20.182892125288465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.005, 'e': 0.004253555744815125}",25,11,25.935638048201028,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.005, 'e': 0.004232341047032775}",20,2,30.76998770068387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.005, 'e': 0.004211232157997035}",30,6,35.968311576479515,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.005, 'e': 0.004190228549984576}",20,3,29.441354777197244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.005, 'e': 0.0041693296979041115}",20,10,20.319034136707483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.005, 'e': 0.004148535079283248}",20,16,6.233867204036607,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.005, 'e': 0.004127844174255436}",30,19,20.820992380435946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.005, 'e': 0.004107256465546973}",20,2,28.408397877267348,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.005, 'e': 0.004086771438464067}",20,16,7.228926010920617,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.005, 'e': 0.004066388580879976}",30,10,31.685061668712244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.005, 'e': 0.004046107383222199}",20,16,6.919779711866784,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.005, 'e': 0.004025927338459737}",20,11,17.346078977936006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.005, 'e': 0.004005847942090417}",25,7,25.319477969424575,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.005, 'e': 0.0039858686921282905}",20,10,20.194926919693934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.005, 'e': 0.003965989089091065}",20,13,12.899708338422066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.005, 'e': 0.0039462086359876285}",25,10,24.123590318996985,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.005, 'e': 0.003926526838305624}",30,6,33.24654375751147,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.005, 'e': 0.003906943203999084}",20,8,20.390429101531648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.005, 'e': 0.0038874572434761303}",20,0,25.5575999449591,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1110,False,"{'a': 0.005, 'e': 0.0038680684695867355}",25,16,19.508325455730372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.005, 'e': 0.0038487763976105395}",30,15,25.795368604523333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.005, 'e': 0.003829580545244744}",35,23,23.856592484650974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.005, 'e': 0.003810480432592037}",20,15,9.194132950567688,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.005, 'e': 0.003791475582148608}",20,8,23.12895323563316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.005, 'e': 0.0037725655187922052}",25,20,10.224364859057356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.005, 'e': 0.0037537497697702604}",20,8,24.346198400299148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.005, 'e': 0.0037350278646880674}",20,10,18.841292066482037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.005, 'e': 0.0037163993354970247}",25,16,17.484288003809297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.005, 'e': 0.003697863716482929}",20,0,24.853712461421008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1120,False,"{'a': 0.005, 'e': 0.0036794205442543457}",35,24,21.49463890809919,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.005, 'e': 0.0036610693577310053}",25,0,38.45222379443797,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1122,False,"{'a': 0.005, 'e': 0.003642809698132289}",20,12,17.847579527425168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.005, 'e': 0.0036246411089657558}",25,11,15.01013324851144,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.005, 'e': 0.0036065631360157305}",20,10,9.565078183889568,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.005, 'e': 0.0035885753273319477}",25,13,21.58773303467766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.005, 'e': 0.003570677233218253}",20,4,24.917624951546514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.005, 'e': 0.003552868406221362}",25,12,19.95519666877562,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.005, 'e': 0.0035351484011196684}",25,17,16.01192487802961,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.005, 'e': 0.0035175167749121284}",25,13,24.82832641931957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.005, 'e': 0.0034999730868071656}",30,14,28.85285022543413,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.005, 'e': 0.003482516898211663}",20,14,12.812202689540229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.005, 'e': 0.003465147772719998}",25,8,31.05336813460761,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.005, 'e': 0.0034478652761031265}",20,9,11.384109006747238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.005, 'e': 0.0034306689762977345}",25,15,18.868480507971398,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.005, 'e': 0.0034135584433954303}",25,0,29.87241903175404,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1136,False,"{'a': 0.005, 'e': 0.003396533249631998}",25,0,41.3574638387395,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1137,False,"{'a': 0.005, 'e': 0.0033795929693767124}",25,8,32.69814058413974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.005, 'e': 0.003362737179121682}",20,15,9.156220471752178,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.005, 'e': 0.003345965457471272}",25,11,28.24307076644495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.005, 'e': 0.0033292773851315684}",20,14,11.05745052005389,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.005, 'e': 0.0033126725448998926}",35,21,15.586590098081466,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.005, 'e': 0.003296150521654375}",20,10,18.849974270104052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.005, 'e': 0.003279710902343573}",25,7,32.10038219219614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.005, 'e': 0.0032633532759761452}",35,25,20.745419974764996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.005, 'e': 0.0032470772336105863}",20,10,14.546374445130425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.005, 'e': 0.003230882368344986}",25,3,37.38850353127017,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.005, 'e': 0.00321476827530687}",20,0,32.19525571266643,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1148,False,"{'a': 0.005, 'e': 0.0031987345516430728}",20,1,32.66832267552111,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.005, 'e': 0.003182780796509667}",20,11,15.755324875294082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.005, 'e': 0.0031669066110619442}",25,14,20.524420301137155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.005, 'e': 0.0031511115984444414}",30,9,39.78746872626881,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.005, 'e': 0.0031353953637810197}",20,15,9.047786509522618,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.005, 'e': 0.003119757514164992}",20,11,17.0541806363831,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.005, 'e': 0.0031041976586493087}",30,13,31.658727780589224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.005, 'e': 0.0030887154082367687}",20,15,10.788276297452155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.005, 'e': 0.0030733103758703055}",35,21,25.979350177713457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.005, 'e': 0.0030579821764233073}",25,17,12.561791088140769,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.005, 'e': 0.0030427304266899898}",20,11,13.38108103070476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.005, 'e': 0.0030275547453758153}",20,15,6.8603802815291095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.005, 'e': 0.0030124547530879604}",20,11,16.668952211669136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.005, 'e': 0.0029974300723258286}",20,10,16.407854609213427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.005, 'e': 0.002982480327471624}",20,2,23.517826578027368,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.005, 'e': 0.002967605144780944}",20,15,8.006065624380762,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.005, 'e': 0.0029528041523734466}",30,13,31.59978388430083,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.005, 'e': 0.0029380769802235503}",20,16,7.841876753791349,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.005, 'e': 0.0029234232601511845}",30,19,23.820333068689116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.005, 'e': 0.002908842625812584}",30,13,28.309851355639008,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.005, 'e': 0.0028943347126911315}",20,0,35.91074096878373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1169,False,"{'a': 0.005, 'e': 0.0028798991580882404}",20,5,26.79560646511631,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.005, 'e': 0.002865535601114299}",20,7,19.84976791485908,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.005, 'e': 0.0028512436826796323}",20,6,25.222499430774953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.005, 'e': 0.0028370230454855348}",20,14,12.2462891242903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.005, 'e': 0.0028228733340153363}",20,13,13.187627823127338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.005, 'e': 0.0028087941945255128}",30,16,29.878225734990913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.005, 'e': 0.0027947852750368437}",20,0,19.558929610520064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1176,False,"{'a': 0.005, 'e': 0.0027808462253256128}",30,21,13.779404468162433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.005, 'e': 0.002766976696914851}",20,16,10.223459601652992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.005, 'e': 0.0027531763430656228}",30,19,19.3418221629814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.005, 'e': 0.0027394448187683684}",20,5,23.43004784150987,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.005, 'e': 0.002725781780734263}",25,15,18.82661718924668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.005, 'e': 0.0027121868873866434}",25,18,11.989564679415356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.005, 'e': 0.0026986597988524685}",20,9,18.459161980576575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.005, 'e': 0.0026852001769538205}",30,20,19.257099938904563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.005, 'e': 0.0026718076851994506}",30,13,25.60045662775906,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.005, 'e': 0.002658481988776367}",20,12,13.573592587863313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.005, 'e': 0.0026452227545414636}",20,11,17.464379592623292,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.005, 'e': 0.0026320296510131984}",20,8,23.436357635586493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.005, 'e': 0.002618902348363293}",20,13,13.544703405426032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.005, 'e': 0.0026058405184084983}",20,12,11.914834199794246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.005, 'e': 0.0025928438346023847}",20,8,16.844445969114773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.005, 'e': 0.00257991197202718}",25,17,13.408249105264524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.005, 'e': 0.0025670446073856466}",25,11,17.508811367014005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.005, 'e': 0.0025542414189929983}",25,18,12.177684702681715,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.005, 'e': 0.002541502086768856}",25,13,21.57040007061491,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.005, 'e': 0.0025288262922292556}",20,12,12.73759021322515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
