trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1196,False,"{'a': 0.005, 'e': 0.0025162137184786704}",25,17,17.017411101695167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.005, 'e': 0.0025036640502021}",25,16,17.25469795602036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.005, 'e': 0.0024911769736571843}",20,16,6.085897940193036,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.005, 'e': 0.0024787521766663585}",35,25,20.00565102102957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.005, 'e': 0.002466389348609051}",30,16,26.21917150071113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.005, 'e': 0.002454088180413917}",30,16,25.487576737509453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.005, 'e': 0.0024418483645511084}",25,14,22.144804431136585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.005, 'e': 0.0024296695950245953}",25,16,18.119751090569075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.005, 'e': 0.0024175515673645035}",25,12,26.012481504354685,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.005, 'e': 0.0024054939786195095}",20,6,26.269418258619346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.005, 'e': 0.0023934965273492677}",25,12,20.110774764475945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.005, 'e': 0.0023815589136168707}",25,3,36.343592767614446,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.005, 'e': 0.002369680838981354}",30,13,30.032132610507972,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.005, 'e': 0.002357862006490233}",25,11,23.952811575450138,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.005, 'e': 0.002346102120672079}",35,15,22.885439955656704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.005, 'e': 0.002334400887529133}",25,14,14.424883752431272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.005, 'e': 0.002322758014529961}",20,10,21.38108943617632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.005, 'e': 0.002311173210602129}",20,16,9.56353737113723,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.005, 'e': 0.002299646186124936}",30,11,33.39941685047017,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.005, 'e': 0.0022881766529221693}",20,7,23.39508326041712,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.005, 'e': 0.0022767643242549017}",25,8,21.0117322399761,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.005, 'e': 0.002265408914814322}",25,14,22.47526634808827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.005, 'e': 0.002254110140714603}",20,11,17.721879823441125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.005, 'e': 0.002242867719485801}",25,11,23.88293402908963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.005, 'e': 0.002231681370066805}",25,10,27.952831045427807,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.005, 'e': 0.002220550812798294}",25,8,31.036009689524764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.005, 'e': 0.002209475769415756}",20,2,24.220985808034833,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.005, 'e': 0.0021984559630425313}",25,4,31.01578221217034,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.005, 'e': 0.002187491118182885}",25,12,21.97492404865851,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.005, 'e': 0.0021765809607151255}",35,12,42.04767017795076,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.005, 'e': 0.0021657252178847474}",25,10,29.323842557993995,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.005, 'e': 0.002154923618297613}",25,16,14.815151169306823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.005, 'e': 0.002144175891913174}",30,16,25.631116812798197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.005, 'e': 0.002133481770037708}",20,8,21.75800502295165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.005, 'e': 0.002122840985317612}",30,18,22.9871991845786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.005, 'e': 0.002112253271732714}",20,15,7.669502540813347,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.005, 'e': 0.0021017183645896226}",30,16,21.499735429324428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.005, 'e': 0.0020912360005151103}",20,10,18.8829330729357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.005, 'e': 0.0020808059174495293}",20,9,18.129607231957543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.005, 'e': 0.0020704278546402606}",20,8,22.822251363842735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.005, 'e': 0.0020601015526351906}",25,11,17.113216676825086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.005, 'e': 0.002049826753276235}",25,14,17.529505517559244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.005, 'e': 0.002039603199692874}",20,12,10.606204447036585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.005, 'e': 0.002029430636295734}",20,0,31.333697772910245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.005, 'e': 0.0020193088087702015}",25,14,20.264514077194768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.005, 'e': 0.0020092374640700602}",30,20,17.26666632486904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.005, 'e': 0.0019992163504111687}",30,22,16.443968663878888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.005, 'e': 0.0019892452172651635}",25,15,15.865113751927833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.005, 'e': 0.001979323815353195}",20,3,27.677032055281078,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.005, 'e': 0.0019694518966397014}",20,8,20.57375660477311,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.005, 'e': 0.0019596292143262}",20,12,13.859558070341626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.005, 'e': 0.0019498555228451206}",30,4,39.06687965137359,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.005, 'e': 0.0019401305778536675}",20,3,26.435886313618322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.005, 'e': 0.0019304541362277093}",30,12,27.727947480802158,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.005, 'e': 0.0019208259560557013}",20,14,14.763127526804967,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.005, 'e': 0.0019112457966326377}",25,11,23.877239566543423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.005, 'e': 0.0019017134184540325}",20,13,11.014500842787271,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.005, 'e': 0.001892228583209938}",20,13,13.238837057471638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.005, 'e': 0.0018827910537789773}",25,18,13.500715939137724,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.005, 'e': 0.0018734005942224233}",30,20,18.673701971051266,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.005, 'e': 0.0018640569697782978}",25,3,34.07190295961041,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.005, 'e': 0.0018547599468555032}",20,14,9.958983033915109,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.005, 'e': 0.0018455092930279823}",20,13,14.685171239296137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.005, 'e': 0.0018363047770289071}",25,16,20.318871065087258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.005, 'e': 0.001827146168744899}",20,15,7.002221826523858,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.005, 'e': 0.0018180332392102713}",20,0,28.34525174573312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1262,False,"{'a': 0.005, 'e': 0.0018089657606013153}",25,8,26.749097947591363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.005, 'e': 0.0017999435062305911}",25,17,12.950943537256283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.005, 'e': 0.0017909662505412698}",20,12,16.8109855605414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.005, 'e': 0.0017820337691014916}",25,19,11.261063650447978,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.005, 'e': 0.0017731458385987554}",20,8,21.57617208136553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.005, 'e': 0.0017643022368343355}",30,18,21.972903667402388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.005, 'e': 0.0017555027427177273}",25,14,19.48775096036207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.005, 'e': 0.0017467471362611182}",25,11,-17.850203928951263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1270,False,"{'a': 0.005, 'e': 0.0017380351985738934}",20,12,18.205717413263507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.005, 'e': 0.0017293667118571557}",25,15,20.95043478612911,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.005, 'e': 0.0017207414593982857}",20,16,8.764957376079142,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.005, 'e': 0.0017121592255655228}",30,17,27.15479862044098,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.005, 'e': 0.001703619795802574}",25,11,25.65576689255064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.005, 'e': 0.0016951229566232505}",25,11,22.222847735892994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.005, 'e': 0.0016866684956061305}",25,15,9.543631111857902,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.005, 'e': 0.0016782562013892464}",25,8,23.935921106386573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.005, 'e': 0.0016698858636648077}",25,11,19.118987974205066,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.005, 'e': 0.001661557273173934}",25,12,20.18603408009246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.005, 'e': 0.001653270221701429}",25,7,27.186110119579997,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.005, 'e': 0.0016450245020705747}",25,15,16.08931076754237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.005, 'e': 0.0016368199081379503}",20,14,12.505028295769517,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.005, 'e': 0.0016286562347882806}",20,3,32.019470443540904,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.005, 'e': 0.0016205332779293067}",25,13,20.124727980970114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.005, 'e': 0.0016124508344866836}",20,11,16.5598316895051,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.005, 'e': 0.0016044087023989032}",20,9,17.017124305846764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.005, 'e': 0.0015964066806122474}",20,14,12.318300654998321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.005, 'e': 0.001588444569075753}",25,15,15.593804345162042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.005, 'e': 0.001580522168736217}",20,11,17.5253682397069,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.005, 'e': 0.0015726392815332184}",25,17,13.723738515318898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.005, 'e': 0.0015647957103941666}",20,7,25.533387948071837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.005, 'e': 0.0015569912592293745}",20,10,17.687747233274962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.005, 'e': 0.0015492257329271562}",25,17,17.148913800241864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.005, 'e': 0.001541498937348949}",20,6,25.751566608935377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.005, 'e': 0.001533810679324463}",30,24,9.932287556218482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.005, 'e': 0.0015261607666468464}",20,12,14.75673818156758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.005, 'e': 0.0015185490080678835}",25,18,12.023024685768846,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.005, 'e': 0.0015109752132932135}",30,16,21.77273652006493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.005, 'e': 0.0015034391929775724}",20,4,26.010185515104954,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.005, 'e': 0.0014959407587200602}",30,3,31.301688619199844,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.005, 'e': 0.0014884797230594294}",20,13,14.101110480773375,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1302,False,"{'a': 0.005, 'e': 0.0014810558994693987}",20,10,14.15774602937896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.005, 'e': 0.0014736691023539948}",25,14,20.704021131701783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.005, 'e': 0.001466319147042903}",25,15,20.23966250230876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.005, 'e': 0.0014590058497868585}",20,13,12.094024214087103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.005, 'e': 0.0014517290277530485}",20,10,19.425379811429384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.005, 'e': 0.0014444884990205433}",20,16,8.290843151351615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1308,False,"{'a': 0.005, 'e': 0.0014372840825757473}",20,12,13.990575282873957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1309,False,"{'a': 0.005, 'e': 0.0014301155983078744}",30,7,37.748584518210485,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.005, 'e': 0.0014229828670044445}",30,17,23.668621166958815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.005, 'e': 0.0014158857103468022}",20,5,22.858593074192623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.005, 'e': 0.0014088239509056637}",25,16,18.368705603889378,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1313,False,"{'a': 0.005, 'e': 0.0014017974121366744}",25,19,12.059130113988564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.005, 'e': 0.0013948059183759988}",20,15,9.759095671490746,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.005, 'e': 0.001387849294835929}",30,13,33.789766038524505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.005, 'e': 0.0013809273676005135}",25,0,36.885412902434815,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1317,False,"{'a': 0.005, 'e': 0.0013740399636212118}",25,14,20.26239304846646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.005, 'e': 0.001367186910712565}",20,6,25.03442287326777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.005, 'e': 0.0013603680375478928}",20,10,18.8663408756723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.005, 'e': 0.001353583173655013}",25,11,27.487802960769994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.005, 'e': 0.0013468321494119735}",30,18,23.240002045097967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.005, 'e': 0.001340114796042817}",20,10,16.339346242697463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.005, 'e': 0.0013334309456133593}",20,8,20.18159462900944,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.005, 'e': 0.0013267804310269915}",25,17,15.461316450691417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.005, 'e': 0.0013201630860205026}",25,13,19.317011485617716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.005, 'e': 0.0013135787451599226}",20,3,26.588397747417893,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.005, 'e': 0.0013070272438363863}",20,13,10.786728747788484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.005, 'e': 0.0013005084182620215}",35,19,27.631052951328254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.005, 'e': 0.001294022105465848}",20,12,17.52419645561986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.005, 'e': 0.001287568143289708}",20,11,15.50211013880468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.005, 'e': 0.0012811463703842113}",30,21,15.291275565387538,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.005, 'e': 0.0012747566262047007}",20,12,13.861157889621934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.005, 'e': 0.0012683987510072388}",20,10,15.218282662470804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.005, 'e': 0.0012620725858446145}",20,11,17.951252706329058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.005, 'e': 0.0012557779725623694}",25,19,11.645731816642854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.005, 'e': 0.0012495147537948425}",25,11,26.94879767675009,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.005, 'e': 0.0012432827729612404}",25,14,18.08226046962383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.005, 'e': 0.0012370818742617167}",20,12,14.057402625447638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.005, 'e': 0.001230911902673481}",25,14,18.363144061880824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.005, 'e': 0.001224772703946922}",25,3,29.3685279596471,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.005, 'e': 0.0012186641246017523}",25,20,11.539945157207674,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.005, 'e': 0.0012125860119231696}",25,7,25.3309867201529,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.005, 'e': 0.0012065382139580404}",30,24,11.402104482610197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.005, 'e': 0.0012005205795111}",25,15,16.187279007334112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.005, 'e': 0.0011945329581411752}",20,14,9.683928446736893,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.005, 'e': 0.0011885752001574196}",25,18,16.56334920165511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.005, 'e': 0.0011826471566155727}",30,22,15.766932855559322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.005, 'e': 0.0011767486793142377}",25,11,24.429713428425945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.005, 'e': 0.0011708796207911744}",30,6,43.31480047358181,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.005, 'e': 0.0011650398343196144}",25,9,28.373104184996688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.005, 'e': 0.0011592291739045914}",30,23,13.538391839504197,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.005, 'e': 0.0011534474942792917}",25,11,27.950735736751632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.005, 'e': 0.0011476946509014253}",20,12,14.926820966449949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.005, 'e': 0.0011419704999496075}",30,23,13.544488096079688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.005, 'e': 0.0011362748983197658}",20,15,8.577134452936424,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.005, 'e': 0.0011306077036215634}",25,5,31.0962338751335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.005, 'e': 0.0011249687741748374}",20,16,8.88587939677029,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.005, 'e': 0.0011193579690060578}",20,0,26.602750767212864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1359,False,"{'a': 0.005, 'e': 0.0011137751478448032}",25,18,13.066139992494032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.005, 'e': 0.001108220171120254}",20,14,10.787716165289336,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.005, 'e': 0.0011026928999577018}",25,12,17.91172708750456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.005, 'e': 0.0010971931961750814}",20,15,11.217845126070571,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.005, 'e': 0.0010917209222795108}",25,10,29.86880788170336,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.005, 'e': 0.0010862759414638579}",20,6,16.59378526561273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.005, 'e': 0.0010808581176033184}",20,1,23.702928529947144,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.005, 'e': 0.0010754673152520138}",25,11,26.014150608557326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.005, 'e': 0.0010701033996396044}",20,14,9.561742981756034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.005, 'e': 0.0010647662366679205}",35,21,24.001370143216306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.005, 'e': 0.001059455692907609}",25,12,22.687550174882304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.005, 'e': 0.0010541716355948014}",30,13,32.952640118389674,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.005, 'e': 0.0010489139326277882}",20,10,21.773672379158896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.005, 'e': 0.001043682452563722}",20,2,30.89099508154203,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.005, 'e': 0.0010384770646153282}",20,11,18.45688869512843,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.005, 'e': 0.001033297638647637}",20,11,18.737354634354162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.005, 'e': 0.0010281440451747298}",25,4,30.30978629074208,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.005, 'e': 0.0010230161553565012}",25,6,31.808267810458425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.005, 'e': 0.0010179138409954376}",30,16,24.616522637621824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
